Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
24.0,,0.0,4.36548,6.736879756848318,1.89182,3.9685724451085616,Sports,ISFP
30.0,Female,,,4.120044802395321,1.96514,,Others,INFP
29.0,Female,0.0,,,7.88327,6.314409240906769,,
24.0,Female,,5.31708,,6.2409,6.75645831661265,Sports,ENTJ
22.0,Female,1.0,7.48812,4.77812404633565,4.9133,,Arts,
30.0,,0.0,3.12469,5.9533931488812,0.51824,4.37374743345023,,INFP
,Female,1.0,1.64027,5.030958391568701,6.43741,3.868658522357631,Sports,INTP
27.0,Female,0.0,9.11692,,0.67946,3.1485080119885622,,ESFP
,Male,,1.09034,6.707284452827402,3.83297,6.468780753458695,Unknown,
39.0,Male,0.0,7.1349,6.940229610651716,,5.656463185228895,Sports,ESTJ
30.0,Male,0.0,,6.337166587408913,5.13052,6.597548192167562,Others,ISFJ
19.0,,0.0,2.37491,5.2240997632489075,8.3166,,Unknown,INTP
26.0,Female,1.0,9.73252,,1.33669,2.9967335529288435,Others,ESFP
,Female,0.0,6.99366,8.198039171868576,5.83193,5.132928072228662,,ESTJ
31.0,Male,1.0,0.48033,6.292097311064611,6.91388,4.202972496320465,Others,ISTP
26.0,Female,1.0,6.50306,6.378119244635124,4.37962,5.404004265846996,Others,
42.0,Female,1.0,2.12679,4.963714772926935,8.48142,4.01818180347472,Unknown,
23.0,Male,1.0,4.88908,5.868599109534562,4.95684,5.736774014155209,Arts,ENFP
27.0,Male,1.0,2.71492,6.509781458291178,0.02505,5.71527076416478,Unknown,ISFP
28.0,Female,1.0,7.64442,7.046879711613539,4.58459,4.769666731229236,Unknown,ESFP
28.0,Female,0.0,4.16091,5.404412488243119,3.39357,6.907521105402417,Unknown,ENFJ
29.0,Male,1.0,2.35512,6.189977649746485,7.62,5.709090841997871,Sports,
27.0,Female,0.0,6.85543,6.412464435410292,0.16081,,Unknown,ESFJ
22.0,Female,,4.60006,4.354667540480444,6.18313,2.7147361812465287,Sports,ENTP
30.0,Male,,8.99154,6.309446417758251,6.22179,5.967168856725411,,ESFP
22.0,Male,0.0,,6.836531010345459,,6.71560012115159,Others,
29.0,,1.0,8.35063,,4.7831,3.20579775833675,,ENFP
,,1.0,9.40827,6.450871543965118,7.87372,4.521839090710774,Others,ESTP
24.0,Male,0.0,,6.958496754350802,9.76807,6.363563852172123,Technology,ISTJ
32.0,Male,0.0,4.43206,5.6852422187152225,6.69618,,,INTJ
36.0,,0.0,,,1.66669,,Technology,ESFJ
27.0,Female,1.0,1.95148,6.7399616239391325,8.13313,3.7747609112696514,Technology,
21.0,Female,,6.34918,3.95793438212639,4.02291,6.351561246049159,,
27.0,,,3.16674,5.005838452686562,5.83199,3.8896067651604977,Unknown,ENTP
31.0,Female,0.0,9.92417,5.454797431653061,7.31205,6.6451356493672495,Technology,ENTJ
30.0,Female,0.0,5.17958,7.687143137769786,6.166,3.2480502885373093,Others,ESTP
31.0,Female,0.0,2.95589,,1.95776,,,ISFJ
,Female,0.0,,6.8500925594043585,9.09831,,,ISTJ
36.0,Female,,6.50482,7.078801818193623,2.36479,,,ESFJ
29.0,Male,0.0,6.95115,,,,Others,ESFP
27.0,Female,1.0,1.81525,6.293600159696907,2.78417,5.8486145125230795,Unknown,
32.0,Female,,1.82558,6.538057492372971,4.51745,6.778380768828985,Arts,ISTJ
24.0,Male,,5.08174,,5.13986,4.578734799926329,Technology,ENFP
32.0,Female,0.0,,,5.83052,3.106641110796476,Others,ISTP
29.0,Male,0.0,2.86999,,8.81777,6.3680163961550855,,INTJ
23.0,Male,0.0,0.19841,5.278511269128015,0.92795,6.40827070983642,Unknown,INFJ
18.0,Male,0.0,5.22904,3.4172039359095887,7.25926,4.03219756671325,Technology,ENTP
,,,3.96129,6.319966918080713,2.50391,3.3899145025039754,Sports,ESFP
,Female,,2.58856,4.470846660812899,5.66506,5.310859323943175,Sports,INTJ
34.0,Female,,4.26456,6.2176583435381305,2.90304,4.4814759511540645,Unknown,ISFP
35.0,Male,,9.47345,2.3711971320721754,7.91916,6.650751717111457,,ENTJ
25.0,Female,0.0,0.01374,6.348154693565872,5.93775,4.959231785203976,Unknown,INTP
24.0,Female,,,5.684043124584123,,,Others,INFJ
23.0,,0.0,5.39001,4.661268268189868,6.13299,6.230571500143543,Unknown,
30.0,Male,0.0,3.90146,6.343497548165872,1.29041,6.370082508282422,,ISFJ
28.0,Female,0.0,,5.192750536444367,,,Others,INFJ
25.0,Female,0.0,2.19088,5.1869570516614365,,5.367466279260702,,INTJ
22.0,Male,1.0,6.37738,,2.81699,,Arts,ENFP
27.0,Female,0.0,9.97268,6.834700948705564,,7.205421541703636,,ESTJ
28.0,Female,0.0,7.57576,6.549581815897786,7.28041,2.216469649020138,Arts,ESTP
25.0,Male,0.0,6.82322,6.623494407988662,0.92465,,Others,ESFJ
30.0,Male,0.0,2.09299,6.422674467843683,,6.442914831012852,Technology,ISTJ
24.0,Female,0.0,2.54694,5.054308658418316,9.72228,4.601075080105278,Others,INTP
32.0,Female,0.0,7.75496,,5.76937,5.135596404049283,Unknown,ESTP
31.0,Female,0.0,2.14132,6.30978772174795,4.48,6.57667602265574,Unknown,ISFJ
28.0,Female,0.0,4.39462,,7.57206,6.624001428095815,Unknown,INTJ
34.0,Female,1.0,2.44808,5.135531876736985,9.72558,,Others,INTP
24.0,Male,,9.69027,6.988396050624376,7.31372,,Arts,ESTJ
22.0,,,9.59397,4.240211749896677,8.49078,,Arts,ENTJ
,,,2.75561,4.3467037736487555,9.22927,3.8744477539568343,Unknown,INTP
30.0,Male,0.0,2.44476,6.414756253760746,8.85491,4.6546575047790455,Unknown,ISTP
27.0,Female,0.0,0.51027,6.48408147757385,,,Others,ISFJ
,Male,0.0,5.61112,,,,Sports,ENFJ
,Male,,6.10912,,9.5651,,Arts,ENTP
23.0,,0.0,3.08047,6.701663943821503,8.33224,5.124516411014536,Unknown,INTP
30.0,Female,0.0,0.25931,8.437305557715915,7.73522,6.180635448251966,Technology,ISTJ
25.0,,0.0,1.96452,7.2761854337543586,7.91503,,Others,ISTJ
31.0,Male,0.0,3.6149,7.216517055577835,4.9835,6.888617796089895,Sports,ISFJ
,Male,1.0,,4.281493474752887,7.20949,5.950694336120554,Arts,
21.0,Male,0.0,4.24998,6.409187888561684,9.89496,5.025809138965641,Sports,
,,1.0,0.42054,3.3016688467019426,4.29927,6.079915325319976,Arts,INFP
,Female,,0.93846,5.084973758203882,,6.262825166842306,Arts,INTJ
,Female,0.0,0.13388,5.280702055523282,0.18768,6.070373841700029,Unknown,
37.0,Male,,9.19847,5.519395020320269,6.14565,6.8239642733495245,Arts,ENTJ
24.0,Female,0.0,9.82193,6.583484571743297,,6.38055319167824,Others,ESTJ
,,,,,4.78617,6.158103432749963,Technology,ENFJ
,Male,0.0,9.59148,7.439608023349558,1.62187,6.662710490312965,Others,ESFJ
29.0,Male,0.0,,,7.32237,,Arts,
30.0,,,,3.8636969511570505,9.55301,7.296674367436863,Unknown,ENTJ
,Male,1.0,5.64215,6.164424304291615,4.25047,3.3192094565612544,Others,ESFP
35.0,Male,0.0,1.65111,6.000801941681904,9.97476,6.636585423110545,Unknown,
37.0,Female,0.0,6.9738,6.110359413261316,9.4494,6.610313219787507,Others,ESTJ
30.0,Male,0.0,1.90091,,,,Technology,ISFJ
25.0,Male,0.0,,3.71949897699765,0.23044,,Arts,ENFJ
36.0,Female,,1.0759,6.224136774238307,0.11581,6.311054018383491,Arts,ISFJ
21.0,Female,0.0,8.61762,4.827863021201622,2.47432,7.0208507761840755,Unknown,ENFJ
37.0,Male,0.0,3.62134,6.39771104203076,0.54084,7.999073543795397,Others,
26.0,Female,1.0,,5.84645544801106,5.04035,4.3526667023254175,Unknown,ENFP
,Female,0.0,1.48208,6.168890571024695,3.46666,6.841706741182255,Unknown,
28.0,,,8.56999,6.512135865300113,,6.104436467130204,Sports,
35.0,Male,0.0,0.79104,7.937240006997767,2.23087,4.548291908732339,Arts,ISFP
,Female,,0.21553,6.832814053140798,6.30108,5.891690789808694,Technology,ISTP
30.0,Female,,,7.083498347012792,1.36137,3.9141472977701905,,ISFP
28.0,Female,1.0,,5.192731309031682,1.65136,3.4835246127306485,Unknown,INFP
26.0,Male,0.0,,6.349893730659988,8.81439,5.5702744319914475,Sports,ISTJ
27.0,Male,0.0,3.1197,6.355530524928919,6.21787,5.826204125392296,,ISFJ
,Male,1.0,4.21546,6.124965842238476,7.54631,3.626467500384055,Unknown,ISTP
21.0,Male,,,6.581616112530369,8.96703,5.672917439352179,,INTP
30.0,Female,0.0,0.38875,6.106112533570417,9.62389,1.5419143207425687,Arts,
29.0,Male,0.0,,,8.54481,6.544261066821633,,
27.0,Female,0.0,8.22263,,7.92526,6.2390161340203765,,ESTJ
29.0,Female,0.0,5.90437,6.293285007479432,5.95748,6.411091106624469,Arts,ESTJ
24.0,Male,0.0,6.20655,3.698461621559196,,2.0553282510818076,Sports,
28.0,Female,0.0,3.90312,5.002652759013602,7.16306,7.2156158096526655,,
27.0,Female,0.0,1.39979,5.495880593318235,,2.96238813531794,,INFP
26.0,Male,1.0,1.07377,2.51668806129152,8.84832,4.279139606700627,Unknown,INTP
24.0,Male,,5.49497,5.91962984082469,1.91728,,Unknown,
26.0,Male,,1.33472,5.139460110628241,7.88082,5.471898930530964,Arts,INTP
26.0,Female,,2.62035,5.353348628781692,3.70881,2.6173696096725436,,
25.0,Male,0.0,,6.516479723508447,8.81276,6.071482070116137,Technology,
32.0,Female,0.0,8.84842,3.2344757308507623,0.57176,,Unknown,ENFP
26.0,,0.0,9.5103,7.840213218263978,8.0236,6.540903200423885,Technology,
29.0,,0.0,8.57814,,,5.994872522588757,Unknown,ESFP
26.0,,,3.40672,7.143238675999713,9.18488,,,ISTJ
21.0,Male,0.0,0.18854,5.664176153422159,9.22288,5.701757599512811,Sports,INTJ
20.0,Female,0.0,7.9653,4.642797666894701,2.51812,6.704455688597397,Arts,ENFJ
22.0,Male,1.0,4.85094,,,,,
29.0,,0.0,4.3939,7.099883578963609,6.55204,,Sports,ISTJ
32.0,Female,0.0,5.51253,4.441764086876474,,6.799336598201906,Arts,
,Male,1.0,4.45511,4.63019128851583,8.44462,3.598443377436885,Unknown,ENTP
,Female,,1.84784,7.275187874795797,8.05107,,Technology,ISTJ
30.0,Female,,4.03091,5.155860562220181,3.47367,5.506785312483939,Others,ENFP
32.0,Female,0.0,1.00012,6.759791621249817,2.22794,5.586972028187221,Sports,ISFJ
24.0,Male,0.0,6.63399,6.573605374498629,,,Sports,ESFJ
,Male,,3.09902,,2.14152,6.690833867659302,,ISFJ
29.0,,0.0,1.59681,6.379487051909993,,,Unknown,ISFJ
28.0,,1.0,,7.072570991510042,4.89628,3.5978820520491137,Others,
24.0,Female,,0.5377,7.248957476818264,2.3281,6.061263064007238,Unknown,ISFJ
,Male,0.0,,6.493114287423182,9.97022,3.6142673155403937,Technology,ISTP
30.0,,1.0,,6.590543015133853,4.91755,3.465672406498383,Others,ESFP
26.0,Male,,6.68506,3.813746143799043,2.15084,6.165449592685268,Unknown,ENFJ
26.0,Male,0.0,,,6.39663,5.17355829819706,,ESFJ
24.0,Female,0.0,6.40182,3.893900291727997,2.5026,3.7662975688343105,Others,ENFP
22.0,,1.0,7.06671,6.328481087228178,7.63516,2.9521653805956793,Unknown,ENTP
34.0,Male,0.0,,,8.28086,6.036912222892139,Technology,ISTJ
24.0,Male,0.0,,6.242623814814337,0.9696,5.189542181249496,Sports,ISFJ
39.0,Female,0.0,8.02193,6.653580920421891,,,Sports,ESFJ
27.0,Male,0.0,4.90292,6.2253789926263305,5.67754,6.134176605096992,,ISFJ
,Male,0.0,5.48023,6.087002501426641,0.39511,,Sports,INFJ
19.0,Male,0.0,4.23319,8.936764238647122,6.70554,5.303052525169341,Others,INTP
,Female,0.0,,,8.16537,4.25637266056528,Others,
33.0,Female,0.0,2.89413,6.392049816043955,,5.402641291359549,Sports,ISFJ
31.0,Female,0.0,6.48552,4.764104503846477,3.96778,3.2560829941368645,Unknown,ENFP
25.0,Male,0.0,6.21803,,1.6595,,Arts,ENFJ
29.0,Male,0.0,2.63339,6.313367651957643,,6.211572050546286,Technology,ISFJ
30.0,Male,0.0,1.16065,6.924684848865301,0.10013,4.113102353831209,,ISFP
26.0,Male,0.0,8.0745,,6.74893,7.081410630181272,Arts,ESTJ
,Female,0.0,4.7032,5.5654961677255255,5.14375,6.39314554647853,,ENTJ
27.0,Male,0.0,9.01171,4.935807507776368,7.72449,3.5634848607839005,Unknown,ENTP
27.0,Male,0.0,3.24743,6.195091167919717,6.11355,,Unknown,ISFP
37.0,Male,0.0,4.66456,6.927826275269446,7.60811,,Technology,ISTP
32.0,Male,0.0,,6.3074055913708325,8.81518,6.39732349041482,Unknown,ISTJ
22.0,Male,0.0,2.66281,2.01050623391239,,6.777679848258451,Unknown,
,Male,0.0,6.57723,4.122287730020274,,,Technology,
,Male,0.0,1.62878,7.0345619605274505,8.534,,,ISTP
25.0,Male,,7.78007,4.399472299972227,6.08791,,,ENFJ
28.0,,0.0,2.16022,6.710642027503076,,7.129258895775255,Unknown,ISTJ
27.0,Male,0.0,1.49493,6.37548089323797,0.16887,4.911898061336357,Unknown,
27.0,Male,,9.09273,5.269932093217054,4.10476,2.5290825355468174,,ENFP
,Female,0.0,9.3897,6.2112439682564595,,6.031740850346519,,ESFJ
,Male,0.0,6.77953,3.506983343813827,1.64136,6.08605048930574,,ENFJ
26.0,Male,0.0,2.62186,6.512080057113441,6.39822,,Arts,ISTJ
26.0,Male,0.0,4.61938,,,6.15865809669748,Arts,ESTJ
27.0,Male,0.0,,6.4438097045602385,9.55294,7.162363848584433,,ISTJ
,,1.0,,4.714326344639574,0.14407,5.30662556149302,,
28.0,Male,0.0,3.53488,5.783610148027896,5.30885,5.515503242164523,Sports,
,,0.0,,5.256518607499089,9.48524,1.9975971743846663,Unknown,INTP
21.0,Female,0.0,,,0.04158,,Arts,ENFJ
30.0,,0.0,1.36244,7.011392723457663,6.65163,7.0887918757170345,Others,ISTJ
,Male,0.0,5.70052,,,6.318576014825676,Arts,ESFJ
29.0,,0.0,1.71278,6.173804611342029,9.39555,6.162776465647522,Sports,ISTJ
,Male,1.0,5.51205,6.484288801842855,0.84034,3.7847218536664378,Unknown,ESFP
28.0,Female,0.0,3.25621,3.5382011778405458,2.40088,,Arts,ENFP
,Male,0.0,,6.825138903223389,3.35351,3.1536418021237527,,ISFP
29.0,Female,0.0,,7.742016596793283,1.9514,5.249592133603422,Others,
29.0,Male,1.0,3.26893,6.246412311500165,9.5913,5.07130706745583,Arts,ISTP
,,0.0,,6.996575727108336,,3.519909920543632,Others,ISFP
,Male,0.0,6.3265,7.41647368294016,7.98482,2.6820250641785175,,ESTP
19.0,Male,1.0,1.886,5.285630164550254,6.46727,2.0702358455611165,Sports,INFP
,,0.0,8.38188,6.473242060736377,3.48923,6.306730043505797,,ESFJ
,,0.0,5.05118,4.660508918246801,,5.248777723789339,,
26.0,Male,,,7.087291426038568,6.18876,6.644765012206763,Unknown,ISFJ
27.0,Female,0.0,2.0926,5.659307258094452,4.25807,6.263962902972974,Others,INFJ
21.0,Male,1.0,1.36058,7.708919536870731,9.81997,,,INTP
28.0,Male,1.0,5.83049,6.262962750027632,8.75006,6.634691535861193,,ESTP
31.0,Female,1.0,3.57025,6.422673672143984,5.45417,4.4159863044766166,Sports,ISFP
25.0,Female,,5.01613,8.420617546220758,2.41209,6.4057780375539926,Arts,
40.0,Female,,2.91728,,4.30929,,Others,ESFJ
22.0,,0.0,7.7455,7.43969903131053,,3.4542471111108317,Arts,ENFP
,Female,,3.8789,5.970743537434296,7.85106,5.903383865127211,Others,
28.0,Male,0.0,0.41748,7.668505836312405,6.11224,,Others,ISFP
22.0,Female,0.0,,6.582792155856553,9.5532,6.271262854889155,Technology,ISTJ
,Male,0.0,6.29989,5.367456344038521,9.41857,6.905622343475547,Arts,ENTJ
38.0,Male,0.0,5.89923,3.6753294812753223,7.00785,3.675068356810802,Sports,ENTP
26.0,,0.0,,4.728317890254965,2.53825,5.07549549200323,Technology,INFP
,,1.0,5.07307,5.7440901100286625,0.0655,5.4734716376599275,Unknown,ENFP
26.0,,0.0,8.55123,5.130676591583534,8.27433,5.177527339755393,,ENTP
28.0,,,,,4.6717,3.0518270908361904,Arts,
,,0.0,1.11758,,,3.3823213244059356,Unknown,
29.0,Female,1.0,5.7116,4.530040477060587,4.95404,1.941047456373667,Sports,ENFP
26.0,Female,0.0,,6.329555058287933,6.50911,6.02433894341249,Arts,ESTJ
29.0,Female,0.0,,,,6.122199363221663,Unknown,ENTJ
34.0,Male,1.0,4.93497,6.4290694998158795,8.76324,5.564062625691106,Arts,ESTP
22.0,,0.0,8.24334,4.479960917013775,,3.767093160595997,Arts,
31.0,,0.0,3.59968,4.064809896220636,,6.233784557510504,Sports,INFJ
25.0,Male,1.0,0.25563,7.4500666003216045,,5.549598035599173,Technology,ISFP
29.0,,,7.76508,6.951740409319749,6.10466,5.9408759137763845,Technology,ESTP
30.0,Male,0.0,8.20983,,5.24915,6.337899481840095,Technology,ESFJ
26.0,Male,,,5.179770724205903,4.09665,7.091530416153817,Arts,INFP
24.0,,0.0,5.62558,,8.53995,6.770196623381474,Others,
,Male,,1.77373,5.69281253227166,7.77099,4.461928215492179,Unknown,INTP
23.0,Female,,8.92402,6.593628730228686,9.97822,5.859629424827588,Sports,ESTJ
,Male,0.0,,4.198663713025258,,5.032444020719987,Technology,
,Male,0.0,2.46466,,2.91891,6.76099496026253,Unknown,INFJ
,Male,0.0,2.75315,7.020939521140453,0.50699,5.170284710362969,Unknown,ISFP
21.0,Female,0.0,1.12749,,6.76438,,Sports,INTJ
21.0,Male,1.0,2.30774,4.726363870960736,1.87132,5.050581046579021,Sports,INFP
22.0,Male,0.0,6.31247,6.358246460074698,,6.0342498444367285,Technology,ESTJ
26.0,Female,1.0,,5.261665711723239,2.04399,4.859496145898311,Arts,ENFP
19.0,,,,6.251717153578444,7.50126,3.745841848536914,Technology,ENTP
25.0,Male,0.0,0.9213,6.995009123258401,5.56627,6.156464891149796,,
,,0.0,2.84098,5.131141573933105,7.5751,2.413462404147641,Unknown,INTP
37.0,Male,1.0,4.52435,,,7.130399955365998,Unknown,INFP
40.0,Male,1.0,9.6127,6.928214328863469,6.19127,3.2348194118383433,Unknown,ESFP
32.0,Male,0.0,2.98518,6.2112986990839145,,6.935232774921923,Technology,ISTJ
19.0,Male,,5.22528,6.319857416075099,1.80036,6.849470728983809,Arts,
25.0,,0.0,1.62197,6.750055079586803,2.46326,5.467760317681131,Unknown,ISFP
19.0,Female,0.0,5.86863,,8.45034,,Technology,
29.0,Male,0.0,3.56924,6.562669158456635,8.26761,7.555038840041542,,ISTJ
22.0,,1.0,9.91751,5.742889875770693,7.86886,5.136644046243364,Technology,ENTP
37.0,Female,0.0,8.27236,6.434397941560839,2.03109,6.072352246967596,,ESFJ
,,0.0,1.58006,6.783962297876047,0.16032,6.787856924993339,,INFJ
23.0,Male,0.0,3.68971,6.365826657264384,,,Sports,ESFJ
,Female,0.0,,6.359539381604137,6.12575,6.638654849521229,,ISTJ
32.0,,,2.79536,,,,Sports,INFJ
25.0,Female,0.0,0.09853,2.7970592959311076,3.56349,6.010930894409091,Unknown,INFJ
28.0,Female,0.0,6.33331,8.279867246061935,,5.110488738960676,Sports,ESTJ
,Male,0.0,5.9386,5.478678146982891,7.81093,5.9391265650374905,Sports,
26.0,Female,0.0,4.44781,,,6.695191215289112,Technology,
25.0,Male,1.0,2.14842,5.743721076225349,,,Arts,INFP
34.0,Female,,8.70645,,1.16579,2.807536762337433,,ENFP
,Female,,0.63133,,8.39274,6.214546586098706,Unknown,INTJ
33.0,Male,0.0,4.19793,6.541056891423521,0.23211,,Sports,ESFJ
22.0,Female,0.0,3.47809,5.38364364960741,5.13738,5.975828334585893,Sports,ENFJ
28.0,Male,1.0,0.69019,6.213120955357702,9.2696,4.829746605819793,Arts,ISTP
36.0,,,0.82426,7.079621513144959,2.48962,6.248653908205911,Technology,ISFJ
,Male,1.0,,6.839913642392734,,4.539262603510636,Unknown,
36.0,Female,0.0,,6.275548334199358,4.95737,6.183434729990918,Others,ISFJ
28.0,Male,0.0,1.31629,4.493829426014756,,,Technology,
21.0,Female,,2.65477,6.573022682593304,0.24542,4.967729460473583,Arts,
32.0,Male,0.0,2.47256,,7.34467,6.718500517444544,,ISTJ
26.0,Female,0.0,1.90033,4.596209392715534,2.69489,,Unknown,INFP
25.0,Female,0.0,2.03369,,,6.656393797876899,Unknown,ISFJ
31.0,,0.0,,6.5884873216867765,4.90094,4.612834234913754,Unknown,
21.0,Male,0.0,5.75759,7.862979416512725,7.50458,6.290528251215825,Sports,ENTJ
35.0,Female,0.0,8.23684,2.363582921736564,1.85662,6.459411506736651,Unknown,ENFJ
27.0,Male,0.0,,7.513397704134539,5.88682,4.7159063454976415,Others,ISFP
23.0,Male,1.0,2.78286,6.472799069153771,7.56296,6.209934865604449,Arts,ISTP
37.0,,0.0,1.0989,6.749544036483488,6.02916,6.258671898467571,Unknown,
,Female,1.0,0.86031,6.235976819553661,0.52433,3.6959668250156494,,ISFP
25.0,Female,0.0,9.71536,4.887236148134996,4.33996,,Technology,ENFJ
20.0,Male,0.0,1.60683,5.452997177923074,8.48074,,Others,INTJ
,Male,0.0,3.37574,5.490460793463858,2.34721,6.514368043898638,Others,INFJ
22.0,Female,0.0,4.14136,4.997725045954226,,,Sports,INTJ
22.0,,,0.91539,4.845416201621218,7.78455,6.5613926557992555,Others,INTJ
,,0.0,2.90093,,6.36331,7.319627512907163,Others,ENTJ
,Female,0.0,,5.284712718997325,9.6624,6.802344347199846,Sports,ENTJ
26.0,,0.0,9.80328,,1.75744,,Unknown,ENFP
29.0,,0.0,4.90027,,3.14133,5.1229852578561434,Sports,ESFJ
38.0,Male,1.0,3.1826,,7.35961,3.581110330428967,Arts,INTP
34.0,Female,0.0,7.786,4.4135212439075575,8.56698,,,ENTJ
35.0,Male,0.0,6.6177,6.373099526498447,0.16785,6.75427570968868,Others,ESFJ
,Female,1.0,2.37178,3.4975616004038095,9.72192,4.7664294450073,Arts,INTP
26.0,Female,1.0,5.42527,4.773820299500221,0.04932,3.8704026229204014,,ENFP
40.0,Male,0.0,7.55887,6.12785728375382,,5.238478063086998,Unknown,ESFP
27.0,Male,1.0,8.96682,6.316107437657674,3.50901,2.4235806496825902,Unknown,ESFP
22.0,Male,0.0,1.55207,5.440677174363282,4.99974,,Unknown,INFJ
34.0,,0.0,0.67979,6.359539381604137,6.12575,6.638654849521229,Technology,ISTJ
26.0,Female,,7.18321,,5.75023,6.897453793478227,Others,ENTJ
24.0,Male,0.0,5.46532,4.326211403508142,9.85353,6.216314914646557,Arts,ENTJ
33.0,Male,0.0,8.3622,6.9230251926000665,2.23205,6.764173265869216,Others,ESFJ
,Female,1.0,7.93757,,5.47402,4.277848725733968,Unknown,ENFP
,,1.0,,7.224470478716664,3.85505,5.496278091818392,Sports,ESFP
31.0,,0.0,2.42921,,6.5764,4.728017818449249,Technology,ISTP
24.0,Female,0.0,1.99932,,,,Sports,
24.0,Female,0.0,9.6251,7.284664974995259,,5.558859968676566,Sports,ESTJ
,Female,1.0,7.96687,6.918369180138567,2.93524,,Unknown,ESFP
21.0,Female,0.0,9.92451,4.6332874694952295,,4.133243893590895,Unknown,ENTP
,,,4.27971,6.808113160657265,5.36744,,Unknown,ESFJ
20.0,Male,0.0,5.51045,4.4644203325813265,1.57424,,Others,ENFP
40.0,Female,0.0,0.08845,6.7610046506053765,2.71756,6.0019468500662265,,ISFJ
28.0,Female,0.0,,7.1099309201141,6.8075,7.144473846891366,Arts,ESTJ
28.0,,,7.98932,6.708867071813031,,6.9341920490094795,Unknown,ESFJ
44.0,Female,1.0,6.79243,4.330092172846841,4.43592,5.004853064174958,Others,ENFP
32.0,Male,0.0,3.56848,,0.33767,1.6047602184005545,Technology,INFP
44.0,Male,0.0,4.4071,6.920326509614182,,5.147290299165793,Unknown,
23.0,Male,0.0,,7.925480572278008,8.29724,,Unknown,ISTJ
,Male,1.0,1.03296,4.50905571026622,5.23202,5.772081967174062,Unknown,INFP
24.0,Female,0.0,,6.455489789442742,2.58083,6.852659889942939,Others,ESFJ
,Male,0.0,9.63515,5.280091889431924,7.08282,6.97063840911016,Arts,ENTJ
26.0,,,4.41419,6.754920694456675,1.50489,6.628983630740283,Technology,INFP
27.0,,0.0,2.09258,6.201939353434573,6.62515,3.781486866645937,Sports,ISTP
25.0,Female,0.0,7.18797,6.484740961293649,8.85183,6.499910610634556,Sports,ESTJ
,Male,1.0,9.45512,3.872796634145063,0.05455,3.236638267489505,Technology,
,Female,1.0,1.35749,7.880395178687044,8.2706,3.138292754056171,Unknown,ISTP
38.0,,0.0,2.86381,5.5913267810226674,0.40415,6.027470849464978,Others,INFJ
31.0,Male,1.0,5.52835,6.779378960298846,5.41743,,Unknown,ESFP
,Male,1.0,9.25263,3.7697940112010864,6.20489,6.264352192970347,Arts,ENTP
30.0,Male,1.0,6.42055,6.373653992166156,9.59877,3.330621665818424,Others,ESTP
26.0,,0.0,9.44011,6.533932553872617,,4.789097815477178,Arts,ESFP
29.0,Female,1.0,1.21389,6.105235404015452,1.82496,5.082786117436664,Unknown,ISFP
23.0,Male,1.0,2.74658,6.808452570270958,5.85397,5.430927591086002,Others,
26.0,Female,1.0,8.17849,,3.16902,4.745440414823414,,ENFP
29.0,Female,0.0,9.20504,5.228357826140181,,6.281068996437031,Technology,ENTJ
35.0,Male,0.0,7.64038,5.592773460209812,7.22396,6.304309349653335,,ENTJ
28.0,,0.0,6.68682,6.169487095295166,2.69982,,Others,ESFP
28.0,,,8.29229,4.754733426588898,,6.4552461074860235,Unknown,ENTJ
30.0,Male,1.0,1.88096,6.4179655881864415,7.80747,,Unknown,ISTP
29.0,Female,0.0,1.0858,6.436189447338192,9.96193,6.17939241625542,Others,ISTJ
31.0,Male,0.0,6.63461,7.020239037197737,6.84799,6.736810580364358,Sports,
35.0,Female,1.0,4.78214,,,5.506194874845158,,ESFP
29.0,Male,0.0,9.8808,6.53118306618329,8.15562,5.3021729537451945,Sports,ESTJ
47.0,Female,0.0,9.27521,6.610908382041924,5.46538,6.078068277399013,Unknown,ESFJ
28.0,Male,0.0,,,3.00211,6.392937666335898,Unknown,ISFJ
25.0,Male,1.0,,6.279402600975266,9.1412,6.465367704175216,Unknown,
23.0,Male,0.0,0.84781,,0.83066,4.640774471395001,Unknown,INFP
29.0,Male,0.0,7.56369,,7.46211,7.433356250750878,Unknown,ESTJ
28.0,Female,0.0,6.34224,4.3247890066804775,0.69125,6.1976126233810085,Unknown,ENFJ
27.0,Male,1.0,8.22309,,8.22994,3.0736808127822544,Unknown,ENTP
31.0,Male,,3.86855,6.18239444687952,7.50434,4.064202379610628,,ISTP
27.0,,0.0,3.28897,6.321191726972079,7.7863,6.379848785627762,Technology,ISTJ
27.0,Male,0.0,6.47545,6.162745333406241,0.88681,6.650082397056964,Technology,ESFJ
,Female,,4.18347,,9.8172,6.101461738801994,Unknown,ISTJ
22.0,,,0.22305,,6.49232,4.935448100055181,Sports,INTP
31.0,Female,,9.6491,6.511327699477513,6.24833,,,ESTJ
24.0,Male,0.0,8.41637,5.325953604244847,6.4916,6.206983126556418,Unknown,ENFJ
26.0,Male,0.0,7.24733,5.087214744547415,1.4215,6.4033502344876085,,ENFJ
31.0,,0.0,1.74795,6.332833823437375,6.48593,6.493754308288981,Unknown,
24.0,,0.0,0.01919,6.266775699834279,,,Unknown,ISFP
31.0,Male,1.0,7.45808,6.416045689942225,,4.396375308509504,,ESTP
,,0.0,,6.693757535270758,,3.1262439402902573,,ISTP
